Issue Type,Issue key,Issue id,title,Assignee,Reporter,Status,Resolution,Updated,top_component,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,description
Bug,QPID-1737,12416869,qpid C++ will not build with WinSDK 7,shuston,jmansion,Closed,Fixed,2009-09-01 22:00,C++,C++ Broker,,,,,,,"I'm trying to build M4 of AMQP on XP with the Win7 SDK Beta, and I'm seeing that

Manageable::STATUS_INVALID_PARAMETER

is being expanded to:

Manageable::((DWORD )0xC000000DL);

I think this is because src\qpid/sys/windows/uuid.h has included rpc.h and included a lot of the SDK as a result.

STATUS_INVALID_PARAMETER is defined in ntstatus.h and winnt.h.

The include structure is rather Byzantine - I see there's a JIRA to tidy things up, though that is focussed on client applications.

I suspect that one way or another this will bite again even if sufficient 'undefs' are added in the code now.

I know this is Microsoft's bad for namespace pollution, but the practical answer is to change the name of this constant. 
"
Bug,QPID-1722,12416469,Use of gethostbyname() in Socket.cpp isn't thread safe,astitcher,astitcher,Closed,Fixed,2009-03-09 21:22,C++,C++ Broker,C++ Client,,,,,,"Using gethostbyname() like this in multiple threads at once (for instance connecting simultaneously) may cause client/broker crashes

The best fix is to replace the old API used with the re-entrant and more featureful getaddrinfo() API
"
Bug,QPID-634,12380100,c++ broler hangs/dies during MessageListenerMultiConsumerTest,gsim,rajith,Closed,Fixed,2008-07-04 2:54,C++,C++ Broker,,,,,,,"When running org.apache.qpid.client.MessageListenerMultiConsumerTest the c++ broker hangs and then crashes.
Below is the log from the broker. I will try to reproduce this again, get a stack dump and attach it to the JIRA.

Looks like the broker had a lock issue while trying to add credit to a
destination. Below is the log from the broker.

2007-Oct-09 21:56:46 debug SENT: Frame[channel=2; ExecutionCompleteBody:
cumulative-execution-mark=3; ranged-execution-set={}]
2007-Oct-09 21:56:46 debug Credit check for destination 1 byteCredit:
4294967295 msgCredit: 0
2007-Oct-09 21:56:46 debug Credit check for destination 1 byteCredit:
4294967295 msgCredit: 1
2007-Oct-09 21:56:46 debug Message delivered for destination 1
2007-Oct-09 21:56:46 debug RECV: Frame[channel=1; MessageFlowBody:
destination=1; unit=0; value=1]
2007-Oct-09 21:56:46 debug Message Credit Requested for 1: 1
2007-Oct-09 21:56:46 trace Exception: Error [50016] Device or resource
busy (./qpid/sys/posix/Mutex.h:155)
terminate called after throwing an instance of 'qpid::sys::PosixError'
  what():  Error [50016] Device or resource busy
(./qpid/sys/posix/Mutex.h:155)
Aborted
"
Bug,QPID-1063,12396140,"under Boost 103200, command line args with ""="" didn't work",,mgoulish,Closed,Fixed,2008-06-26 12:17,C++,C++ Broker,,,,,,,"under Boost 103200, command line args with ""="" didn't work
i.e. ""a=b"" was seen as an arg hose name was ""a=b"".

(not a boost problem -- a qpid problem)

"
Bug,QPID-1054,12395944,Startup failures not reported when in daemon mode,gsim,gsim,Closed,Fixed,2008-06-26 8:28,C++,C++ Broker,,,,,,,"If broker is started with -d option any startup failures (port in use, data dir not found etc) are not echoed to the console."
Bug,QPID-1048,12395798,Dispatch of durable message from non-durable queue held up if message is also enqueued asynchronously on durable queue,gsim,gsim,Closed,Fixed,2008-06-26 8:28,C++,C++ Broker,,,,,,,"If two queues, one durable one non-durable, are bound such that they receive the same durable message delivery from each queue will currently be held up until the asynchronous enqueue completes. However the non-durable queue will never be notified of this completion and so the dispatch will stall until another message or consumer event triggers it."
Bug,QPID-1098,12396988,Final 0-10 specification reqiures empty struct to be returned if queried queue is not found,gsim,gsim,Closed,Fixed,2008-06-26 8:19,C++,C++ Broker,,,,,,,currently a not-found exception is sent instead
Bug,QPID-1100,12396999,crash when config file contains commented-out commands.,tross,mgoulish,Closed,Fixed,2008-06-20 22:10,C++,C++ Broker,,,,,,,"when the config file contains lines that are commented out  (with #)  we  SEGV.

"
Bug,QPID-1042,12395688,"Record of deliveries not kept for non-acquired, non-accepted subscriptions in credit flow mode",gsim,gsim,Closed,Fixed,2008-05-12 14:02,C++,C++ Broker,,,,,,,This prevents the messages subsequently being acquired.
Bug,QPID-6347,12771038,queue_event_generation option clean-up,tross,iboverma,Resolved,Fixed,2019-10-02 19:17,C++,C++ Broker,,,,,,,"The queue_event_generation queue option was related to queue replication that is not supported anymore, but the option remains present in the source code and may be set on queues. The option is also still available in qpid-config (--generate-queue-events=<n>).  We should remove all code related to this option."
Bug,QPID-7860,13087239,[cpp] Build produces deprecation warnings on recent Fedora,jross,jross,Resolved,Fixed,2017-10-27 14:17,C++,C++ Broker,C++ Client,,,,,,"{noformat}
-- Found SWIG: /usr/bin/swig (found version ""3.0.11"") 
-- Found PythonLibs: /usr/lib64/libpython2.7.so (found version ""2.7.13"") 
-- Found Perl: /usr/bin/perl (found version ""5.24.1"") 
-- Found PerlLibs: /usr/lib64/libperl.so (found version ""5.24.1"") 
-- Building Python bindings
CMake Deprecation Warning at /usr/share/cmake/Modules/UseSWIG.cmake:226 (message):
  SWIG_ADD_MODULE is deprecated.  Use SWIG_ADD_LIBRARY instead.
Call Stack (most recent call first):
  bindings/qpid/python/CMakeLists.txt:35 (swig_add_module)


CMake Deprecation Warning at /usr/share/cmake/Modules/UseSWIG.cmake:226 (message):
  SWIG_ADD_MODULE is deprecated.  Use SWIG_ADD_LIBRARY instead.
Call Stack (most recent call first):
  bindings/qmf2/python/CMakeLists.txt:35 (swig_add_module)


-- Building Ruby bindings
CMake Deprecation Warning at /usr/share/cmake/Modules/UseSWIG.cmake:226 (message):
  SWIG_ADD_MODULE is deprecated.  Use SWIG_ADD_LIBRARY instead.
Call Stack (most recent call first):
  bindings/qpid/ruby/CMakeLists.txt:48 (swig_add_module)


CMake Deprecation Warning at /usr/share/cmake/Modules/UseSWIG.cmake:226 (message):
  SWIG_ADD_MODULE is deprecated.  Use SWIG_ADD_LIBRARY instead.
Call Stack (most recent call first):
  bindings/qmf2/ruby/CMakeLists.txt:39 (swig_add_module)


-- Building Perl bindings
CMake Deprecation Warning at /usr/share/cmake/Modules/UseSWIG.cmake:226 (message):
  SWIG_ADD_MODULE is deprecated.  Use SWIG_ADD_LIBRARY instead.
Call Stack (most recent call first):
  bindings/qpid/perl/CMakeLists.txt:31 (swig_add_module)


-- Configuring done
-- Generating done
-- Build files have been written to: /home/jross/code/qpid-cpp/bld
{noformat}"
Bug,QPID-7131,12948159,snd-settle-mode advertised is always 'mixed',gsim,gsim,Closed,Fixed,2016-09-06 21:33,C++,C++ Broker,,,,,,,"Would be nicer to echo what the subscriber has requested. (The actual settlement is already as requested, and mixed isn't wrong exactly, but it is not as right as it might be!)."
Bug,QPID-6654,12848711,mgmt-disable option set to false causes segv on CentOS 6.3,gsim,calille,Closed,Fixed,2016-09-06 21:32,C++,C++ Broker,,,,,,,"Running the 0.34 cpp broker on a CentOS 6.3 installation and noticed that when the --mgmt-enable is set to false the broker core dumps when qpid-receive attempts a connection 

If I remove the --mgmt-enable option the broker runs fine.

>> /usr/local/sbin/qpidd --auth no  --mgmt-enable 0
2015-07-23 14:43:53 [Broker] notice Broker (pid=52418) start-up
2015-07-23 14:43:53 [Security] notice SSL plugin not enabled, you must set --ssl-cert-db to enable it.
2015-07-23 14:43:53 [Store] warning Message store plugin: No storage providers available.
2015-07-23 14:43:53 [Broker] notice SASL disabled: No Authentication Performed
2015-07-23 14:43:53 [Network] notice Listening on TCP/TCP6 port 5672
Segmentation fault (core dumped)

>> /usr/local/bin/qpid-receive -f -b 'xxxxxxx:5672' -a amq.topic/foo


Program received signal SIGSEGV, Segmentation fault.
[Switching to Thread 0x7ffff5cb3700 (LWP 52455)]
0x0000003b9069d258 in std::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) ()
   from /usr/lib64/libstdc++.so.6
(gdb) where
#0  0x0000003b9069d258 in std::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) ()
   from /usr/lib64/libstdc++.so.6
#1  0x00007ffff7c5afb0 in getOsName (this=0x7ffff0001510, c=..., isClient=<value optimized out>) at /root/qpid-cpp-0.34/src/qpid/broker/System.h:57
#2  qpid::broker::ConnectionHandler::Handler::Handler (this=0x7ffff0001510, c=..., isClient=<value optimized out>) at /root/qpid-cpp-0.34/src/qpid/broker/ConnectionHandler.cpp:126
#3  0x00007ffff7c5b733 in qpid::broker::ConnectionHandler::ConnectionHandler (this=<value optimized out>, connection=..., isClient=false) at /root/qpid-cpp-0.34/src/qpid/broker/ConnectionHandler.cpp:112
#4  0x00007ffff7c56f78 in qpid::broker::amqp_0_10::Connection::Connection (this=0x7ffff0000f90, out_=0x7ffff0000a18, broker_=..., mgmtId_=""qpid.172.16.168.158:5672-172.16.168.158:55302"", external=...,
    link_=false, objectId_=0) at /root/qpid-cpp-0.34/src/qpid/broker/amqp_0_10/Connection.cpp:150
#5  0x00007ffff7c22c56 in qpid::broker::ProtocolRegistry::create_0_10 (this=0x64b278, out=<value optimized out>, id=""qpid.172.16.168.158:5672-172.16.168.158:55302"", external=...,
    brokerActsAsClient=false) at /root/qpid-cpp-0.34/src/qpid/broker/Protocol.cpp:89
#6  0x00007ffff77305a7 in qpid::sys::AsynchIOHandler::readbuff (this=0x7fffe8000aa0, buff=0x7fffe8001940) at /root/qpid-cpp-0.34/src/qpid/sys/AsynchIOHandler.cpp:152
#7  0x00007ffff76aed8e in operator() (this=0x7fffe8000b60, h=...) at /usr/include/boost/function/function_template.hpp:1013
#8  qpid::sys::posix::AsynchIO::readable (this=0x7fffe8000b60, h=...) at /root/qpid-cpp-0.34/src/qpid/sys/posix/AsynchIO.cpp:453
#9  0x00007ffff7734ce3 in boost::function1<void, qpid::sys::DispatchHandle&>::operator() (this=<value optimized out>, a0=<value optimized out>) at /usr/include/boost/function/function_template.hpp:1013
#10 0x00007ffff7733976 in qpid::sys::DispatchHandle::processEvent (this=0x7fffe8000b68, type=qpid::sys::Poller::READABLE) at /root/qpid-cpp-0.34/src/qpid/sys/DispatchHandle.cpp:280
#11 0x00007ffff76d4add in process (this=0x64b740) at /root/qpid-cpp-0.34/src/qpid/sys/Poller.h:131
#12 qpid::sys::Poller::run (this=0x64b740) at /root/qpid-cpp-0.34/src/qpid/sys/epoll/EpollPoller.cpp:522
#13 0x00007ffff76c8e8a in qpid::sys::(anonymous namespace)::runRunnable (p=<value optimized out>) at /root/qpid-cpp-0.34/src/qpid/sys/posix/Thread.cpp:35
#14 0x0000003b852079d1 in start_thread () from /lib64/libpthread.so.0
#15 0x0000003b84ee88fd in clone () from /lib64/libc.so.6"
Bug,QPID-6661,12849576,[AMQP 1.0] heartbeat anomalies,gsim,gsim,Closed,Fixed,2016-09-06 21:32,C++,C++ Broker,C++ Client,,,,,,"The first heartbeat is often sent after the full idle period, whereas subsequent heartbeats are sent twice as frequently. This happens on both broker and client. This is a result of the periodic timer task that triggers the heartbeats being out of sync with the times computed by proton.

Also on the client, occasionally a heartbeat is missed. This is in part due to the issue above, but also occasionally due to timing of incoming heartbeats with respect to the timer task, resulting in proton emitting the heartbeat but it not actually being written to the wire."
Bug,QPID-6717,12860389,selector can match incorrectly due to different type for values,astitcher,gsim,Closed,Fixed,2016-09-06 21:32,C++,C++ Broker,,,,,,,"E.g. a selector ""x BETWEEN 1 AND 10"" would match for a value of x=""foo"", because of the way the logic is implemented for the between expression, or a selector ""x NOT IN ('a', 'b', 'c')"" would match where x=1, though it should not due to the type mismatch.

From JMS spec: ""Only like type values can be compared. One exception is that it is valid to compare exact numeric values and approximate numeric values"""
Bug,QPID-5025,12660694,DeliveryRecord::committed() doesn't check if delivery is already ended,gsim,gsim,Closed,Fixed,2016-09-06 16:35,C++,C++ Broker,,,,,,,Prior to 0.20 this causes a segfault. Since 0.20 it is handled much better but would be nice to fix for consistency (since e.g. dequeue() does do the check). Marking as minor since it has not real impact on latest version.
Bug,QPID-5362,12679994,Linearstore: No store tools exist for examining the journals,kpvdr,kpvdr,Closed,Fixed,2016-09-06 16:35,C++,C++ Broker,,,,,,,"There are no tools which can off-line (ie when the broker is not running) examine the linearstore journal files and empty file pools. It would be useful to be able to:

1. Manage the state of the empty file pool(s), and to add/remove different partitions and pools containing different file sizes;
2. Examine any journal files present and view the still-enqueued messages that may be present;
3. Examine the transaction prepared list journal and determine which transactions (if any) are incomplete or in an inconsistent state."
Bug,QPID-5107,12666330,Trace queue&session deletion statistics show zero values for some counters everytime,,pmoravec,Closed,Fixed,2016-09-06 16:35,C++,C++ Broker,,,,,,,"Description of problem:
qpid trace/logs statistics about object deletion. However some of these data are wrong. In particular msgDepth for a queue is everytime zero (and msgTotalDequeues equals to msgTotalEnqueues despite no consumer was subscribed to the queue), or unackedMessages for a session is zero everytime as well.


Version-Release number of selected component (if applicable):
qpid 0.22


How reproducible:
100%


Steps to Reproduce:
1) msgDepth:0 for queue:
echo ""auth=no"" > /etc/qpid/qpidd.conf
echo ""trace=yes"" >> /etc/qpid/qpidd.conf
echo ""log-to-file=/tmp/qpidd.log"" >> /etc/qpid/qpidd.conf
rm -rf /var/lib/qpidd/* /tmp/qpidd.log
service qpidd restart
qpid-send -m 123 -a ""testQueue; {create:always, delete:always}""
sleep 10  # just to let periodic processing to run & print out the stats
grep ""Mgmt delete queue"" /tmp/qpidd.log


Actual results:
2013-08-29 14:05:38 [Model] trace Mgmt delete queue. id:testQueue Statistics: {acquires:123, bindingCount:0, bindingCountHigh:0, bindingCountLow:0, byteDepth:0, byteFtdDepth:0, byteFtdDequeues:0, byteFtdEnqueues:0, bytePersistDequeues:0, bytePersistEnqueues:0, byteTotalDequeues:0, byteTotalEnqueues:0, byteTxnDequeues:0, byteTxnEnqueues:0, consumerCount:0, consumerCountHigh:0, consumerCountLow:0, discardsLvq:0, discardsOverflow:0, discardsPurge:0, discardsRing:0, discardsSubscriber:0, discardsTtl:0, flowStopped:False, flowStoppedCount:0, messageLatencyAvg:0, messageLatencyCount:0, messageLatencyMax:0, messageLatencyMin:0, msgDepth:0, msgFtdDepth:0, msgFtdDequeues:0, msgFtdEnqueues:0, msgPersistDequeues:0, msgPersistEnqueues:0, msgTotalDequeues:123, msgTotalEnqueues:123, msgTxnDequeues:0, msgTxnEnqueues:0, releases:0, reroutes:0, unackedMessages:0, unackedMessagesHigh:0, unackedMessagesLow:0}


Expected results:
acquires:0
msgTotalDequeues:0
(several other counters are supposed to be wrong as well like byteFtdDequeues)



2) Reproducer for unackedMessages:0 for session:
qpid-send -m 11 -a ""myQueue; {create:always}""
qpid-receive -m 100 -a ""myQueue; {create:always}"" -f

(in another terminal)
qpid-tool
list connection
call <ID_of_qpid-receive-connection> close

and now check result:

grep Tx /tmp/qpidd.log | grep session

should return ""unackedMessages:11"" but returns zero.
"
Bug,QPID-5654,12705773,[linearstore] Set default cmake build to exclude linearstore on 0.28 release,kpvdr,kpvdr,Closed,Fixed,2016-09-06 16:23,C++,C++ Broker,,,,,,,"Currently cmake builds both legacystore and linearstore. It is suggested that since both stores cannot run at the same time, and that linearstore is still experimental that the build of linearstore be excluded from cmake unless it is specifically enabled."
Bug,QPID-5660,12706453,[legacystore] Python tests fail with syntax error on Python 2.4,kpvdr,kpvdr,Closed,Fixed,2016-09-06 16:23,C++,C++ Broker,,,,,,,"Recent tests of legacystore on older versions of linux that use Python 2.4.x fail because of a syntax error:

{{except jerr.NonExistentRecordError as err:}}

This version of Python did not use the {{as}} syntax, but rather the {{,}} syntax:

{{except jerr.NonExistentRecordError, err:}}

The fix should be trivial, replacing all instances of the later syntax with the earlier syntax, and which is still accepted by later versions of Python 2.x."
Bug,QPID-5487,12689279,[linearstore] Replace use of /dev/urandom with c random generator calls,kpvdr,kpvdr,Closed,Fixed,2016-09-06 16:21,C++,C++ Broker,,,,,,,"The use of /dev/urandom for random numbers is considered unfriendly to other systems on a machine that might depend upon this source.

The current use-case is for Journal serial numbers; the randomness of the C rand() call should be good enough, but it requires a 64-bit number. Construct this using several smaller numbers from rand() or random()"
Bug,QPID-5321,12678349,qpid-tool doesn't properly display exceptions which occurred when calling some methods,gsim,scholzj,Closed,Fixed,2016-09-06 16:21,C++,C++ Broker,,,,,,,"When an exception occurs during a call of some method from qpid-tool, the actual exception is not displayed:

qpid: call 152 purge 0 {""filter_type"":""header_match_str"",""filter_params"":{""header_key"":""status"",""header_value"":""suda""}}
*Exception in do_call: %r*

intstead of:

qpid: call 152 purge 0 {""filter_type"":""header_match_str"",""filter_params"":{""header_key"":""status"",""header_value"":""licha""}}
*Exception in do_call: Timeout()*

This is because when the exception is catched in the do_call method, it doesn't format the printed statement properly, because a "","" is used as a separator instead of ""%"".

I would attach a patch, but since it is just one character change, it does't seem necessary:

Index: src/py/qpid-tool
===================================================================
--- src/py/qpid-tool	(revision 1540216)
+++ src/py/qpid-tool	(working copy)
@@ -144,7 +144,7 @@
     try:
       self.dataObject.do_call(data)
     except Exception, e:
-      print ""Exception in do_call: %r"", e
+      print ""Exception in do_call: %r"" % e
 
   def do_EOF(self, data):
     print ""quit""
"
Bug,QPID-1759,12417287,Unit tests fail on Fedora 10 when gcc-debuginfo is installed,,tross,Closed,Fixed,2016-09-06 12:45,C++,C++ Broker,,,,,,,"When gcc-debuginfo is installed, the unit tests fail because the ephemeral port cannot be determined for the broker.

After digging a little further, I determined that streams do not handle numeric data.  For example, if I put the following line in the broker code:

    std::cout << ""string "" << 45 << "" string2"" << std::endl;

the output seen on the console is:

    string

The number and any following text is lost (probably due to a null-terminator being incorrectly inserted).

Note that this does not affect normal broker operation, nor does it affect the python system tests.  It only affects the broker running in the unit test environment."
Bug,QPID-1317,12405785,Memory leaks in C++ broker,,rajika,Closed,Fixed,2016-09-06 12:45,C++,C++ Broker,,,,,,,"Here is the valigrind log.  Most of the errors occurs due to uninitialized arguments which pass to system calls. The proper initialization of the arguments  would fix the problem. 

[rajika@localhost sbin]$ valgrind ./qpidd --auth no
==16853== Memcheck, a memory error detector.
==16853== Copyright (C) 2002-2007, and GNU GPL'd, by Julian Seward et al.
==16853== Using LibVEX rev 1804, a library for dynamic binary translation.
==16853== Copyright (C) 2004-2007, and GNU GPL'd, by OpenWorks LLP.
==16853== Using valgrind-3.3.0, a dynamic binary instrumentation framework.
==16853== Copyright (C) 2000-2007, and GNU GPL'd, by Julian Seward et al.
==16853== For more details, rerun with: -v
==16853== 
==16853== Syscall param epoll_ctl(event) points to uninitialised byte(s)
==16853==    at 0xB809BE: epoll_ctl (in /lib/libc-2.8.so)
==16853==    by 0x430DA8F: qpid::sys::DispatchHandle::startWatch(boost::shared_ptr<qpid::sys::Poller>) (Dispatcher.cpp:84)
==16853==    by 0x42C4E74: qpid::sys::AsynchAcceptor::start(boost::shared_ptr<qpid::sys::Poller>) (AsynchIO.cpp:79)
==16853==    by 0x414E97B: qpid::sys::AsynchIOProtocolFactory::accept(boost::shared_ptr<qpid::sys::Poller>, qpid::sys::ConnectionCodec::Factory*) (TCPIOPlugin.cpp:115)
==16853==    by 0x409D620: qpid::broker::Broker::accept() (Broker.cpp:375)
==16853==    by 0x409DC1E: qpid::broker::Broker::run() (Broker.cpp:273)
==16853==    by 0x804FF00: main (qpidd.cpp:251)
==16853==  Address 0xbe842dec is on thread 1's stack
==16853== 
==16853== Syscall param epoll_ctl(event) points to uninitialised byte(s)
==16853==    at 0xB809BE: epoll_ctl (in /lib/libc-2.8.so)
==16853==    by 0x430DA8F: qpid::sys::DispatchHandle::startWatch(boost::shared_ptr<qpid::sys::Poller>) (Dispatcher.cpp:84)
==16853==    by 0x42C4F51: qpid::sys::AsynchIO::start(boost::shared_ptr<qpid::sys::Poller>) (AsynchIO.cpp:198)
==16853==    by 0x414D87E: qpid::sys::AsynchIOProtocolFactory::established(boost::shared_ptr<qpid::sys::Poller>, qpid::sys::Socket const&, qpid::sys::ConnectionCodec::Factory*, bool) (TCPIOPlugin.cpp:99)
==16853==    by 0x414FE03: boost::detail::function::void_function_obj_invoker1<boost::_bi::bind_t<void, boost::_mfi::mf4<void, qpid::sys::AsynchIOProtocolFactory, boost::shared_ptr<qpid::sys::Poller>, qpid::sys::Socket const&, qpid::sys::ConnectionCodec::Factory*, bool>, boost::_bi::list5<boost::_bi::value<qpid::sys::AsynchIOProtocolFactory*>, boost::_bi::value<boost::shared_ptr<qpid::sys::Poller> >, boost::arg<1> (*)(), boost::_bi::value<qpid::sys::ConnectionCodec::Factory*>, boost::_bi::value<bool> > >, void, qpid::sys::Socket const&>::invoke(boost::detail::function::function_buffer&, qpid::sys::Socket const&) (mem_fn_template.hpp:494)
==16853==    by 0x42CB1C1: boost::function1<void, qpid::sys::Socket const&, std::allocator<boost::function_base> >::operator()(qpid::sys::Socket const&) const (function_template.hpp:692)
==16853==    by 0x42C761E: qpid::sys::AsynchAcceptor::readable(qpid::sys::DispatchHandle&) (AsynchIO.cpp:94)
==16853==    by 0x42CA3DC: boost::detail::function::void_function_obj_invoker1<boost::_bi::bind_t<void, boost::_mfi::mf1<void, qpid::sys::AsynchAcceptor, qpid::sys::DispatchHandle&>, boost::_bi::list2<boost::_bi::value<qpid::sys::AsynchAcceptor*>, boost::arg<1> (*)()> >, void, qpid::sys::DispatchHandle&>::invoke(boost::detail::function::function_buffer&, qpid::sys::DispatchHandle&) (mem_fn_template.hpp:162)
==16853==    by 0x430F1A6: boost::function1<void, qpid::sys::DispatchHandle&, std::allocator<boost::function_base> >::operator()(qpid::sys::DispatchHandle&) const (function_template.hpp:692)
==16853==    by 0x430DE7A: qpid::sys::DispatchHandle::processEvent(qpid::sys::Poller::EventType) (Dispatcher.cpp:383)
==16853==    by 0x430D59A: qpid::sys::Dispatcher::run() (Poller.h:105)
==16853==    by 0x409DDE5: qpid::broker::Broker::run() (Broker.cpp:284)
==16853==  Address 0xbe8429dc is on thread 1's stack
==16853== 
==16853== Syscall param epoll_ctl(event) points to uninitialised byte(s)
==16853==    at 0xB809BE: epoll_ctl (in /lib/libc-2.8.so)
==16853==    by 0x430DC81: qpid::sys::DispatchHandle::processEvent(qpid::sys::Poller::EventType) (Dispatcher.cpp:411)
==16853==    by 0x430D59A: qpid::sys::Dispatcher::run() (Poller.h:105)
==16853==    by 0x409DDE5: qpid::broker::Broker::run() (Broker.cpp:284)
==16853==    by 0x804FF00: main (qpidd.cpp:251)
==16853==  Address 0xbe842edc is on thread 1's stack
==16853== 
==16853== Thread 6:
==16853== Syscall param epoll_ctl(event) points to uninitialised byte(s)
==16853==    at 0xB809BE: epoll_ctl (in /lib/libc-2.8.so)
==16853==    by 0x430DDAF: qpid::sys::DispatchHandle::processEvent(qpid::sys::Poller::EventType) (Dispatcher.cpp:419)
==16853==    by 0x430D59A: qpid::sys::Dispatcher::run() (Poller.h:105)
==16853==    by 0x42CBC90: qpid::sys::(anonymous namespace)::runRunnable(void*) (Thread.cpp:35)
==16853==    by 0xC4532E: start_thread (in /lib/libpthread-2.8.so)
==16853==    by 0xB8027D: clone (in /lib/libc-2.8.so)
==16853==  Address 0x7ae22bc is on thread 6's stack
==16853== 
==16853== Thread 1:
==16853== Syscall param epoll_ctl(event) points to uninitialised byte(s)
==16853==    at 0xB809BE: epoll_ctl (in /lib/libc-2.8.so)
==16853==    by 0x430DDAF: qpid::sys::DispatchHandle::processEvent(qpid::sys::Poller::EventType) (Dispatcher.cpp:419)
==16853==    by 0x430D59A: qpid::sys::Dispatcher::run() (Poller.h:105)
==16853==    by 0x409DDE5: qpid::broker::Broker::run() (Broker.cpp:284)
==16853==    by 0x804FF00: main (qpidd.cpp:251)
==16853==  Address 0xbe842edc is on thread 1's stack
==16853== 
==16853== Thread 5:
==16853== Syscall param epoll_ctl(event) points to uninitialised byte(s)
==16853==    at 0xB809BE: epoll_ctl (in /lib/libc-2.8.so)
==16853==    by 0x430DC81: qpid::sys::DispatchHandle::processEvent(qpid::sys::Poller::EventType) (Dispatcher.cpp:411)
==16853==    by 0x430D59A: qpid::sys::Dispatcher::run() (Poller.h:105)
==16853==    by 0x42CBC90: qpid::sys::(anonymous namespace)::runRunnable(void*) (Thread.cpp:35)
==16853==    by 0xC4532E: start_thread (in /lib/libpthread-2.8.so)
==16853==    by 0xB8027D: clone (in /lib/libc-2.8.so)
==16853==  Address 0x70e12bc is on thread 5's stack"
Bug,QPID-6524,12826270,[C++ broker]: Fix for QPID-5107 incomplete for queues,pmoravec,pmoravec,Closed,Fixed,2015-06-16 8:41,C++,C++ Broker,,,,,,,"QPID-5107 fixes all except the very basic scenario when the queue is deleted before broker shutdown. I.e. in use case:

{quote}
qpid-config add queue testQueue1
qpid-send --address testQueue1 -m 13 --content-size=1024
qpid-config del queue testQueue1 --force
{quote}

the statistics show:

{quote}
trace Mgmt destroying queue. id:testQueue1 Statistics: {acquires:0, bindingCount:0, bindingCountHigh:1, bindingCountLow:0, byteDepth:0, byteFtdDepth:0, byteFtdDequeues:0, byteFtdEnqueues:0, bytePersistDequeues:0, bytePersistEnqueues:0, byteTotalDequeues:14183, byteTotalEnqueues:14183, byteTxnDequeues:0, byteTxnEnqueues:0, consumerCount:0, consumerCountHigh:0, consumerCountLow:0, creator:anonymous, discardsLvq:0, discardsOverflow:0, discardsPurge:0, discardsRing:0, discardsSubscriber:0, discardsTtl:0, flowStopped:False, flowStoppedCount:0, messageLatencyAvg:0, messageLatencyCount:0, messageLatencyMax:0, messageLatencyMin:0, msgDepth:0, msgFtdDepth:0, msgFtdDequeues:0, msgFtdEnqueues:0, msgPersistDequeues:0, msgPersistEnqueues:0, msgTotalDequeues:13, msgTotalEnqueues:13, msgTxnDequeues:0, msgTxnEnqueues:0, redirectPeer:, redirectSource:False, releases:0, reroutes:0, unackedMessages:0, unackedMessagesHigh:0, unackedMessagesLow:0}
{quote}

See e.g. msgDepth:0 or msgTotalDequeues:13.

Those values are correct from the technical point of view (broker can delete only empty queue, after purging all its messages and deleting all bindings etc.), but they are not right from end-user perspective who sees the broker had some messages in the queue, but a log for deleting the queue does not mention them."
Bug,QPID-6045,12736798,[AMQP 1.0] xml exchange reports support for amqp legacy topic filter,gsim,gsim,Closed,Fixed,2015-03-19 12:23,C++,C++ Broker,,,,,,,"If you turn on asserts and specify a filter of type apache.org:legacy-amqp-topic-binding:string, the broker includes that filter in the attach, even though it does not support wildcard matching on that exchange."
Bug,QPID-6296,12765129,[linearstore] Restarting broker with empty journal created with qpid-config raises confusing warning,kpvdr,kpvdr,Closed,Fixed,2015-03-19 12:22,C++,C++ Broker,,,,,,,"If a queue is created using qpid-config, but is never used, then upon restarting the broker, a confusing warning is generated:

{{Journal <QueueName>: Journal file <FileName> is uninitialized or corrupted}}

The file is ignored, and becomes orphaned.

This is an improperly handled error. The file is indeed uninitialized, but the correct action is to include it in the queue journal list as the first uninitialized file and initialize/use it when the queue is first used."
Bug,QPID-6322,12768158,[AMQP 1.0] don't set qpid.auto_delete_timeout if the value is 0,gsim,gsim,Closed,Fixed,2015-03-19 12:22,C++,C++ Broker,,,,,,,It causes confusion and has no effect anyway
