Issue Type,Issue key,Issue id,title,Assignee,Reporter,Status,Resolution,Updated,component_1,component_2,component_3,description
Bug,QPID-6160,12748712,CLONE - [CPP Broker] [CPP Client] Disable SSLv3 support,kgiusti,kgiusti,Closed,Fixed,2015-03-19 12:23,Broker,Client,NONE,"SSLv3 is vulnerable to CVE-2014-3566, and will not fixed. 

Wherever a seure connection is established we should ensure that SSLv3 is not in the supported protocols."
Bug,QPID-6321,12768157,Can't build against latest 0.9,gsim,gsim,Closed,Fixed,2015-03-19 12:22,Broker,Client,NONE,Change to pn_delivery_tag_t breaks build.
Bug,QPID-6444,12781190,Build fails due to unused function warning,astitcher,astitcher,Closed,Fixed,2015-03-19 12:22,Broker,Client,NONE,"[0.32 RC fails to build with default instructions]

[59/254] Building CXX object src/CMake....dir/qpid/broker/amqp/Connection.cpp.o
FAILED: /usr/lib64/ccache/c++   -DXQ_EFFECTIVE_BOOLEAN_VALUE_HPP -D_IN_QPID_BROKER -Damqp_EXPORTS -fvisibility-inlines-hidden -Werror -pedantic -Wall -Wextra -Wno-shadow -Wpointer-arith -Wcast-qual -Wcast-align -Wno-long-long -Wvolatile-register-var -Winvalid-pch -Wno-system-headers -Woverloaded-virtual -O2 -g -DNDEBUG -fPIC -I/home/andrew/Work/qpid/src-released/qpid/cpp/src -I/home/andrew/Work/qpid/src-released/qpid/cpp/src/../include -Isrc -Isrc/../include -I/usr/include/nss3 -I/usr/include/nspr4    -pthread -MMD -MT src/CMakeFiles/amqp.dir/qpid/broker/amqp/Connection.cpp.o -MF src/CMakeFiles/amqp.dir/qpid/broker/amqp/Connection.cpp.o.d -o src/CMakeFiles/amqp.dir/qpid/broker/amqp/Connection.cpp.o -c /home/andrew/Work/qpid/src-released/qpid/cpp/src/qpid/broker/amqp/Connection.cpp
/home/andrew/Work/qpid/src-released/qpid/cpp/src/qpid/broker/amqp/Connection.cpp:457:13: error: ?˜std::string qpid::broker::amqp::{anonymous}::convert(pn_delivery_tag_t)??defined but not used [-Werror=unused-function]
 std::string convert(pn_delivery_tag_t in)
             ^
cc1plus: all warnings being treated as errors
[107/254] Building CXX object src/CMak...pid/messaging/amqp/AddressHelper.cpp.o
FAILED: /usr/lib64/ccache/c++   -DXQ_EFFECTIVE_BOOLEAN_VALUE_HPP -Dqpidmessaging_EXPORTS -fvisibility-inlines-hidden -Werror -pedantic -Wall -Wextra -Wno-shadow -Wpointer-arith -Wcast-qual -Wcast-align -Wno-long-long -Wvolatile-register-var -Winvalid-pch -Wno-system-headers -Woverloaded-virtual -O2 -g -DNDEBUG -fPIC -I/home/andrew/Work/qpid/src-released/qpid/cpp/src -I/home/andrew/Work/qpid/src-released/qpid/cpp/src/../include -Isrc -Isrc/../include -I/usr/include/nss3 -I/usr/include/nspr4    -pthread -fno-visibility-inlines-hidden -fvisibility=hidden -MMD -MT src/CMakeFiles/qpidmessaging.dir/qpid/messaging/amqp/AddressHelper.cpp.o -MF src/CMakeFiles/qpidmessaging.dir/qpid/messaging/amqp/AddressHelper.cpp.o.d -o src/CMakeFiles/qpidmessaging.dir/qpid/messaging/amqp/AddressHelper.cpp.o -c /home/andrew/Work/qpid/src-released/qpid/cpp/src/qpid/messaging/amqp/AddressHelper.cpp
/home/andrew/Work/qpid/src-released/qpid/cpp/src/qpid/messaging/amqp/AddressHelper.cpp:141:6: error: ?˜bool qpid::messaging::amqp::{anonymous}::contains(const List&, const string&)??defined but not used [-Werror=unused-function]
 bool contains(const Variant::List& list, const std::string& item)
      ^
cc1plus: all warnings being treated as errors
"
Bug,QPID-6069,12738917,Does not compile under C++11 on FreeBSD,astitcher,astitcher,Closed,Fixed,2014-09-26 21:40,Broker,Client,NONE,There are some small compile problems that have crept in over the 0.30 release cycle that prevent qpid from compiling with clang++ and libc++ under FreeBsd 10.
Bug,QPID-5886,12726451,C++  Broker OutgoingMessage change exposes Completion handle export issue on Windows,chug,chug,Closed,Fixed,2014-09-26 15:43,Broker,Client,NONE,"Windows builds have been failing mysteriously for me for a few weeks[1]. I found the issues/ QPID-5828 r1604952 changed OutgoingMessage such that the Completion object now needs to access Handle<CompletionImpl>::isValid().

Simply instantiating the Handle superclass (r1525706 for example) didn't work. On windows the classes won't export from a .h file but need to come from .cpp files. Review is coming up shortly.

[1] Why some builds work and some don't is unsolved."
Bug,QPID-5865,12724737,The client and broker heartbeat code can get confused when the system time changes,astitcher,astitcher,Closed,Fixed,2014-09-26 15:42,Broker,Client,NONE,"The underlying timekeeping code in C++ qpid currently uses CLOCK_REALTIME which is related to wallclock time and can go backwards and skip time forwards (either due to NTP or administrator action).

This is not ideal because it can cause false timeouts to occur based on the system time rather than elapsed time.

It would be better for most timing to be based on CLOCK_MONOTONIC which is steadily increasing time based on the system uptime. That will avoid problems due to the system time changing."
Bug,QPID-5395,12682891,[AMQP 1.0] direct proton tracing into qpids own logging,gsim,gsim,Closed,Fixed,2014-06-03 15:35,Broker,Client,NONE,At present protons tracing is entirely distinct from qpidcpp's logging (whether qpidd or qpid:messaging). This means you can't direct the tracing to a file or to syslog. Traces from concurrent connections often get interleaved making them very hard to read.
Bug,QPID-5384,12682381,[AMQP 1.0] can't assert on autodelete property,gsim,gsim,Closed,Fixed,2014-06-03 15:35,Broker,Client,NONE,this is a result of it actually being communicated as a lifetime-policy (at least in the case of queues)
Bug,QPID-5427,12685124,It is possible to mask critical logging messages,astitcher,astitcher,Closed,Fixed,2014-06-03 15:35,Broker,Client,NONE,"As far as I understand it the entire point of log messages at the ""critical"" level is that they cannot be turned off at all. That is what critical means - the user *must* be informed of the confition being logged.

Unfortunately for a little while now it has been possible to turn all log levels off by specifying ""--log-disable trace+"" or using ""--log-enable !trace+"".
"
Bug,QPID-5658,12706289,C++ code not compiling with libc++,astitcher,astitcher,Closed,Fixed,2014-06-03 15:34,Broker,Client,NONE,FreeBSD 10 now uses a new compiler/library chain as default. The new C++ standard library has some small differences than the GNU C++ standard library.
Bug,QPID-5659,12706291,C++ not compiling (correctly) as C++11,astitcher,astitcher,Closed,Fixed,2014-06-03 15:34,Broker,Client,NONE,"In order to avoid a compile bug with libc++ and boost you have to compile qpid as C++11 under FreeBSD 10.

The current qpid code needs some small adjustments to compile correctly as C++11"
Bug,QPID-5232,12673855,[AMQP 1.0] receiver links from exchanges should be unreliable by default,gsim,gsim,Closed,Fixed,2014-02-19 11:30,Broker,Client,NONE,and also use autodelete queues by default.
Bug,QPID-5146,12669621,[AMQP 1.0] capabilities not handled correctly,gsim,gsim,Closed,Fixed,2014-02-19 11:30,Broker,Client,NONE,If there is more than one capability it should be sent as an array of symbols. Need to be able to read capabilities as either an array or a single symbol.
Bug,QPID-4948,12654736,[AMQP 1.0] browsing queues not supported,gsim,gsim,Closed,Fixed,2014-02-19 11:30,Broker,Client,NONE,Requires means to set and read the distribution-mode of the receiver link in proton engine.
Bug,QPID-5156,12670147,[AMQP 1.0] assert should check node properties,gsim,gsim,Closed,Fixed,2014-02-19 11:30,Broker,Client,NONE,"Especially important for dynamic nodes, but would be nice to support existing assert behaviour also. "
Bug,QPID-5341,12679261,Allow use of proton 0.6,gsim,gsim,Closed,Fixed,2014-02-19 11:30,Broker,Client,NONE,which is now in rc1 and assuming no significant changes should work fine when released
Bug,QPID-5289,12677384,[AMQP 1.0] error descriptions are not given in exceptions by client,gsim,gsim,Closed,Fixed,2014-02-19 11:30,Broker,Client,NONE,"E.g. if attempting to transfer to a queue that would exceed max depth, the exception thrown is a connection-exception and simply says 'Connection closed by peer'.

There are two parts to this, one is that this should not be a connection exception but a link exception in 1.0. The second is that the error text sent by the broker should be included in the exception."
Bug,QPID-5110,12666705,[AMQP 1.0] make handling of incorrectly typed properties more robust,gsim,gsim,Closed,Fixed,2014-02-19 11:30,Broker,Client,NONE,"If a property is sent in the wrong type (e.g. as long instead of ulong), subsequent properties get handled incorrectly. Would be nicer to simply skip (or even by lenient and accept) the incorrect types, but handle all others correctly."
Bug,QPID-5083,12664355,[AMQP 1.0] if sasl implementation is not available client (and interlinking) will fail,gsim,gsim,Closed,Fixed,2014-02-19 11:30,Broker,Client,NONE,E.g. if on fedora you build without cyrus-sasl-devel.
Bug,QPID-4792,12645458,Windows UUID processing mingles GUID values,cliffjansen,cliffjansen,Closed,Fixed,2013-09-08 13:37,Broker,Client,NONE,"RFC 4122 defines a UUID.  A GUID is the same as a UUID in string form, but differs in binary layout.  Microsoft operates with GUIDs but confusingly labels them as UUIDs in their documentation and include files.

i.e. rpcdce.h:  typedef GUID UUID;

The binary form matters since it is used over the wire.  Mapping a GUID to a UUID (or vice versa) without the layout conversion results in structures with mangled RFC version info and different string representations on Windows and non-Windows systems.

Proton currently only calls Microsoft APIs to obtain the string representation of the UUID (which will match the GUID), so it is unaffected.
"
Bug,QPID-4888,12649349,[AMQP 1.0] link naming is not handled correctly,gsim,gsim,Closed,Fixed,2013-09-08 13:37,Broker,Client,NONE,"The client does not let the name of the link be controlled, but always defaults it to the name of the node (which doesn't meet uniqueness criteria).

The broker uses the link-, source- and target- names as the key to the managment objects and uses the link- and source- name for subscriptions queues when the source refers to an exchange. The link name is only guaranteed to be unique within the scope of a clients container id."
Bug,QPID-4702,12640762,cmake build of ssl support does not work on certain platforms,gsim,gsim,Closed,Fixed,2013-09-08 13:37,Broker,Client,NONE,This is a result of the order of libraries and object files passed to the linker. The libraries must follow the .o files that require them or they will be ignored (assumed not needed).
Bug,QPID-4976,12656034,[AMQP 1.0] support standard lifetime policies,gsim,gsim,Closed,Fixed,2013-09-08 13:37,Broker,Client,NONE,"I.e. delete-on-close, delete-on-no-links, delete-on-no-messages and delete-on-no-links-or-messages"
Bug,QPID-3188,12503446,CyrusSasl ctor logic change for callback storage,mgoulish2,mgoulish2,Closed,Fixed,2013-08-20 20:41,Broker,Client,NONE,"The logic that stores callbacks in the CyrusSasl ctor should be changed to make the c++ client behave similarly to other language clients.

If there is no username, then do nothing with either NAME or PASSWD callbacks.
If there is a name but no passwd, then explicitly store an empty PASSWD callback."
Bug,QPID-3620,12531589,time conversions fail on solaris,cliffjansen,cliffjansen,Closed,Fixed,2013-08-20 20:33,Broker,Client,NONE,"Condition::wait(Mutex&, const AbsTime& absoluteTime) fails for far future time during cast/truncation from 64 bit int to posix timespec.tv_sec.  The time is actually in the past and the wait times out instantly."
Bug,QPID-306,12360788,AMQP 0-9 unbind,gsim,aconway,Closed,Fixed,2013-07-29 18:54,Broker,Client,NONE,Implement new Queue::unbind and Exchange::unbind methods from 0-9.
Bug,QPID-424,12365147,C++: Fix memory leaks,aconway,aconway,Closed,Fixed,2013-07-29 18:54,Broker,Client,NONE,"We need to get to a clean slate on memory leaks, right now valgrind is reporting quite a few.

The current batch of leaks are being suppressed in cpp/test/.vg-supp so that we can make --enable-valgrind the default and catch/fix new leaks quickly going forward. Valgrind errors are equivalent to a test failure, you should not commit with errors.

The supressed leaks also need to be addressed either fix the leak or prove that it's a problem outside qpid's control. 
In the later case the supression description should explain why the leak can safely be ignored."
Bug,QPID-3206,12504157,Variant converts from negative number in string format to unsigned integer without error,gsim,gsim,Closed,Fixed,2013-07-29 18:54,Broker,Client,NONE,"E.g. 
  uint16_t i = 0;
  qpid::types::Variant v = ""-5"";
  i = v;

The above results in an exception in older versions of gcc (e.g. 4.1.2) but sets i to 65531 on later versions (e.g. 4.4.4). This is a result of a fix to the gcc std library to be compliant with specification which requires stringstream to accept negative values even for unsigned ints (which is the behaviour of scanf).

See e.g:
http://boost.2283326.n4.nabble.com/conversion-lexical-cast-doesn-t-throw-td2593967.html
http://groups.google.com/group/comp.lang.c++.moderated/browse_thread/thread/97475b21515462c9/ce369a327fa39243#ce369a327fa39243"
Bug,QPID-3030,12497357,C++ buffer encoding allows overflow on write.,kgiusti,kgiusti,Closed,Fixed,2013-07-29 18:54,Broker,Client,NONE,"The framing Buffer::put{Short,Medium,Long}String() or Buffer::putRawData() do not validate the length of the written data, and may allow overflow of the buffer."
Bug,QPID-4452,12617159,issuing and handling of producer credit not implemented,gsim,gsim,Closed,Fixed,2013-07-29 18:54,Broker,Client,NONE,Prevents proper stress testing.
Bug,QPID-1819,12423045,Large messages cause hangs and crashes when using digest-md5 and security layer (ssf 128),gsim,gsim,Closed,Fixed,2013-07-29 18:54,Broker,Client,NONE,"crash ends with:

2009-apr-15 17:43:44 trace guest@QPID.6411302a-229c-4eb1-b097-fc8a613a3233: sent cmd 0: content (65495 bytes) cccccccccccccccc...
2009-apr-15 17:43:44 trace SENT [127.0.0.1:56532]: Frame[BEbe; channel=2; {SessionFlushBody: completed=1; }]
2009-apr-15 17:43:44 trace SENT [127.0.0.1:56532]: Frame[Bbe; channel=2; {MessageTransferBody: destination=message_queue; accept-mode=0; acquire-mode=0; }]
2009-apr-15 17:43:44 trace SENT [127.0.0.1:56532]: Frame[be; channel=2; header (47 bytes); properties={{MessageProperties: content-length=65495; }{DeliveryProperties: exchange=amq.direct; routing-key=routing_key; }}]
qpidd: qpid/amqp_0_10/Connection.cpp:93: virtual size_t qpid::amqp_0_10::Connection::encode(const char*, size_t): Assertion `workQueue.empty() || workQueue.front().encodedSize() <= size' failed.


pstack for hung client:

Thread 2 (Thread 0xb7f77b90 (LWP 16187)):
#0  0x0069a416 in __kernel_vsyscall ()
#1  0x00ce1b3b in write () from /lib/libc.so.6
#2  0x0024fd80 in qpid::sys::Socket::write () from /usr/lib/libqpidcommon.so.0
#3  0x00255eb4 in qpid::sys::posix::AsynchIO::writeable ()
#4  0x00259152 in
boost::detail::function::void_function_obj_invoker1<boost::_bi::bind_t<void,
boost::_mfi::mf1<void, qpid::sys::posix::AsynchIO,
qpid::sys::DispatchHandle&>,
boost::_bi::list2<boost::_bi::value<qpid::sys::posix::AsynchIO*>,
boost::arg<1> (*)()> >, void, qpid::sys::DispatchHandle&>::invoke ()
#5  0x002b77d3 in boost::function1<void, qpid::sys::DispatchHandle&,
std::allocator<boost::function_base> >::operator() () from
/usr/lib/libqpidcommon.so.0
#6  0x002b5b78 in qpid::sys::DispatchHandle::processEvent ()
#7  0x00267ef6 in qpid::sys::Poller::run () from /usr/lib/libqpidcommon.so.0
#8  0x002b53c4 in qpid::sys::Dispatcher::run ()
#9  0x00e8b3d2 in qpid::client::TCPConnector::run ()
#10 0x0025dba1 in ?? () from /usr/lib/libqpidcommon.so.0
#11 0x00dbc51f in start_thread () from /lib/libpthread.so.0
#12 0x00cf204e in clone () from /lib/libc.so.6
Thread 1 (Thread 0xb7f78720 (LWP 16186)):
#0  0x0069a416 in __kernel_vsyscall ()
#1  0x00dc0105 in pthread_cond_wait@@GLIBC_2.3.2 () from /lib/libpthread.so.0
#2  0x00d00e9d in pthread_cond_wait@@GLIBC_2.3.2 () from /lib/libc.so.6
#3  0x00e70f4d in qpid::client::Bounds::expand ()
#4  0x00eb4642 in qpid::client::SessionImpl::sendFrame ()
#5  0x00eb479c in qpid::client::SessionImpl::handleOut ()
#6  0x00eb7488 in qpid::client::SessionImpl::sendContent ()
#7  0x00eb7db2 in qpid::client::SessionImpl::sendCommand ()
#8  0x00eb7f07 in qpid::client::SessionImpl::send ()
#9  0x00e68afe in qpid::client::no_keyword::Session_0_10::messageTransfer ()
#10 0x0804cf4f in main ()

"
Bug,QPID-4556,12630133,QueueOptions::setSizePolicy() can cause exception,gsim,brad.hoekstra,Closed,Fixed,2013-07-29 18:53,Broker,Client,NONE,"Calling QueueOptions::setSizePolicy() with maxSize > 2GB causes an exception in the C++ broken, which then generates an exception in the C++ client library.

This appears to be because the value is set as an int32 in the FieldTable. The fix appears to be fairly simple:

{noformat} 
Index: 0.20/cpp/src/qpid/client/QueueOptions.cpp
===================================================================
--- 0.20/cpp/src/qpid/client/QueueOptions.cpp	(revision 27169)
+++ 0.20/cpp/src/qpid/client/QueueOptions.cpp	(revision 27170)
@@ -49,8 +49,8 @@
 	
 void QueueOptions::setSizePolicy(QueueSizePolicy sp, uint64_t maxSize, uint32_t maxCount)
 {
-    if (maxCount) setInt(strMaxCountKey, maxCount);
-    if (maxSize) setInt(strMaxSizeKey, maxSize);
+    if (maxCount) setUInt64(strMaxCountKey, maxCount);
+    if (maxSize) setUInt64(strMaxSizeKey, maxSize);
     if (maxSize || maxCount){
         switch (sp)
         {
{noformat} "
Bug,QPID-4257,12605103,"Windows+SSL: Client hang on broker close, broker memory leak",,kbonin,Closed,Fixed,2013-07-29 18:53,Broker,Client,NONE,"Windows clients hang when broker dies via SSL connection - fetch never returns even w/ IMMEDIATE timeout.
Windows broker memory grows linearly with SSL connection count, leak per connection, until broker exhausts memory and crashes."
Bug,QPID-243,12359738,Inconsistent use of paths in #includes,astitcher,aconway,Closed,Fixed,2013-07-29 18:53,Broker,Client,NONE,"
1. With the new release, I have to specify -I${QPID_REL}/include/qpidc,
-I${QPID_REL/include/qpidc/framing and -I${QPID_REL/include/qpidc/sys when
I build which is really naff.

This is because things like Connector.h do a #include
<framing/InputHandler.h>, but then ""framing/InputHandler.h"" only #include
<AMQFrame.h> and AMQFrame.h is located in the framing sub-directory.

"
Bug,QPID-2407,12456346,C++ SSL session can get bad buffer management,shuston,shuston,Closed,Fixed,2013-07-29 18:53,Broker,Client,NONE,"Thanks to Cliff Jansen for alerting me to this problem.

It's possible for an SSL-negotiated session on Windows to end up with odd errors or an exception. One session I caught in the debugger ended with a ENOBUFS errors on a network receive; the buffer involved ended up having a data-start greater than the length of the buffer, and the calculated receive length for the operation was a negative value.

Can be reproduced using perftest on Windows; I ran against a Linux broker, but similar results can probably happen in either direction depending on the traffic pattern."
Bug,QPID-2728,12468955,Windows icon/version additions broke nightly builds,tross,shuston,Closed,Fixed,2013-07-29 18:53,Broker,Client,NONE,"Recent additions to include version and icon resources in the Windows builds result in build errors. I don't know why I'm getting different errors on different builds, but here's what I see:

64-bit build:
One of these for each library:
1>.\windows\resources\qpidtypes-resource.rc(20) : fatal error RC1015: cannot open include file 'version-resource.h'.

See: http://www.riverace.com/CDash-1.4.2/viewBuildError.php?buildid=735 for all messages

32-bit build (configure error):
CMake Error in src/CMakeLists.txt:
  Cannot find source file ""qmf-resource.rc"".  Tried extensions .c .C .c++ .cc
  .cpp .cxx .m .M .mm .h .hh .h++ .hm .hpp .hxx .in .txx

"
Bug,QPID-2402,12456036,qpid::messaging.Message::setTTL() unit ambiguity can cause unexpectected behavior,gsim,kbonin,Closed,Fixed,2013-07-29 18:53,Broker,Client,NONE,"qpid::messaging.Message::setTTL( boost::uint64_t ttl ) - does not declare its units.

The currently exposed time types are AbsTime and Duration, which seems to imply they should be used for encapsulating time.

When a Duration object is passed to setTTL, the inline operator int64_t() returns the member variable nanoseconds.

When this value is propagated to the broker, it is interpreted around  /cpp/src/qpid/broker/Message # 353 to be in millisecond units.

I would recommend:
- document Message.setTTL units clearly - pick ms or ns
  - if ms, then overload setTTL to take a Duration object so we can use without error by converting in setTTL
  - if ns, then somewhere downstream (OutgoingMessage#351 ?) the ns needs to get converted to ms

"
Bug,QPID-4095,12596290,Boost 1.50.0 has removed filesystem version 2 from the library,astitcher,davin,Closed,Fixed,2013-07-29 18:53,Broker,Client,Clustering,The build fails when building against boost 1.50.0 because version 0.16 and earlier require boost filesystem version 2 which has been removed from boost version 1.50.0.
Bug,QPID-3457,12520287,qpid::Msg::str() method not exported,aconway,shuston,Closed,Fixed,2013-07-29 18:53,Broker,Client,NONE,"Trunk r1161742 added a Msg::str() method to cpp/src/qpid/Msg.cpp - this method is not marked with an extern decorator, so it's not visible outside qpidcommon (where Msg.cpp is built) on Windows. This causes build errors on Windows, with unresolved external references to the method."
Bug,QPID-1473,12408786,C++ build process must generate MaxMethodBodySize.h on build platform,shuston,shuston,Closed,Fixed,2013-07-29 18:53,Broker,Client,NONE,"The release process generates needed C++ code from the various definitions, including MaxMethodBodySize.h, which is very important. However, the MaxMethodBodySize.h generated during release may not be appropriate for all targets. In particular, it is not compatible with what's generated on Windows and results in some static assertion failures that some method bodies are too big. (MAXMETHODBODYSIZE is 148 on Linux, 456 on Windows!)

The fix for this is to have the Windows Visual Studio solution include a project to build the MaxMethodBodySize.h file. I have a project ready and will commit it soon."
Bug,QPID-4011,12556466,TestIsLocalHost unit_test fails with if machine name resolves to loopback address,astitcher,astitcher,Closed,Fixed,2013-07-29 18:53,Broker,Client,Clustering,The new SystemInfo::isLocalHost() code doesn't check correctly for interface addresses that resolve to the loopback address.
Bug,QPID-1458,12408375,C++ common compile error in VC9 Release mode,shuston,shuston,Closed,Fixed,2013-07-29 18:53,Broker,Client,NONE,"When building C++ common library in Release mode, the following compile errors appear:

1>C:\Program Files (x86)\Microsoft Visual Studio 9.0\VC\include\xutility(419) : error C2664: 'qpid::InlineAllocator<BaseAllocator,Max>::InlineAllocator(const qpid::InlineAllocator<BaseAllocator,Max> &)' : cannot convert parameter 1 from 'qpid::InlineAllocator<BaseAllocator,Max>' to 'const qpid::InlineAllocator<BaseAllocator,Max> &'
1>        with
1>        [
1>            BaseAllocator=std::allocator<std::_Aux_cont>,
1>            Max=3
1>        ]
1>        and
1>        [
1>            BaseAllocator=std::allocator<qpid::Range<qpid::framing::SequenceNumber>>,
1>            Max=3
1>        ]
1>        and
1>        [
1>            BaseAllocator=std::allocator<std::_Aux_cont>,
1>            Max=3
1>        ]
1>        Reason: cannot convert from 'qpid::InlineAllocator<BaseAllocator,Max>' to 'const qpid::InlineAllocator<BaseAllocator,Max>'
1>        with
1>        [
1>            BaseAllocator=std::allocator<qpid::Range<qpid::framing::SequenceNumber>>,
1>            Max=3
1>        ]
1>        and
1>        [
1>            BaseAllocator=std::allocator<std::_Aux_cont>,
1>            Max=3
1>        ]
1>        No user-defined-conversion operator available that can perform this conversion, or the operator cannot be called
1>        C:\Program Files (x86)\Microsoft Visual Studio 9.0\VC\include\xutility(417) : while compiling class template member function 'std::_Container_base_aux_alloc_real<_Alloc>::_Container_base_aux_alloc_real(_Alloc)'
1>        with
1>        [
1>            _Alloc=qpid::InlineAllocator<std::allocator<qpid::Range<qpid::framing::SequenceNumber>>,3>
1>        ]
1>        C:\Program Files (x86)\Microsoft Visual Studio 9.0\VC\include\vector(421) : see reference to class template instantiation 'std::_Container_base_aux_alloc_real<_Alloc>' being compiled
1>        with
1>        [
1>            _Alloc=qpid::InlineAllocator<std::allocator<qpid::Range<qpid::framing::SequenceNumber>>,3>
1>        ]
1>        C:\Program Files (x86)\Microsoft Visual Studio 9.0\VC\include\vector(439) : see reference to class template instantiation 'std::_Vector_val<_Ty,_Alloc>' being compiled
1>        with
1>        [
1>            _Ty=qpid::Range<qpid::framing::SequenceNumber>,
1>            _Alloc=qpid::InlineAllocator<std::allocator<qpid::Range<qpid::framing::SequenceNumber>>,3>
1>        ]
1>        .\qpid/InlineVector.h(42) : see reference to class template instantiation 'std::vector<_Ty,_Ax>' being compiled
1>        with
1>        [
1>            _Ty=qpid::Range<qpid::framing::SequenceNumber>,
1>            _Ax=qpid::InlineAllocator<std::allocator<qpid::Range<qpid::framing::SequenceNumber>>,3>
1>        ]
1>        .\qpid/RangeSet.h(168) : see reference to class template instantiation 'qpid::InlineVector<T,Max>' being compiled
1>        with
1>        [
1>            T=qpid::Range<qpid::framing::SequenceNumber>,
1>            Max=3
1>        ]
1>        c:\ace\exported\qpid\trunk\qpid\cpp\src\qpid\framing\SequenceSet.h(31) : see reference to class template instantiation 'qpid::RangeSet<T>' being compiled
1>        with
1>        [
1>            T=qpid::framing::SequenceNumber
1>        ]

This problem does not occur with VC8, nor with VC9 in Debug mode."
Bug,QPID-3478,12522290,Windows Visual Studio 2010 warning C4251 'needs to have dll interface' qpid::amqp_0_10::MapCodec::contentType,chug,chug,Closed,Fixed,2013-07-29 18:53,Broker,Client,NONE,"File cpp/include/qpid/amqp_0_10/Codecs.h has code to the effect of:

class QPID_COMMON_EXTERN MapCodec
{
  public:
    static const std::string contentType;
  private:
};

VS2010 warns that exporting a std::string from a DLL may have unexpected consequences.

One possible solution is from

http://www.eggheadcafe.com/software/aspnet/30952961/a-solution-to-warning-c4251--class-needs-to-have-dllinterface.aspx

2. You can define a wrapper class that has no inline functions and defines all the potentially compiler-generated functions (default ctor, copy ctor, dtor, and assignment operator) and dllexport that.

Other discussion of this issue:

http://stackoverflow.com/questions/2132747/warning-c4251-when-building-a-dll-that-exports-a-class-containing-an-atlcstring
"
Bug,QPID-1957,12428997,FrameDecoder's append() function accesses out-of-range if appending 0 bytes,shuston,shuston,Closed,Fixed,2013-07-29 18:53,Broker,Client,NONE,"The append() function in qpid/framing/FrameDecoder.cpp tries to take the address of out-of-range bytes if appending 0 bytes. Although no bytes will actually be written, the [] operator throws an out of range exception in Visual Studio, which is correct since the address of an element that doesn't exist is being requested.

This fixes it:

Index: src/qpid/framing/FrameDecoder.cpp
===================================================================
--- src/qpid/framing/FrameDecoder.cpp   (revision 788779)
+++ src/qpid/framing/FrameDecoder.cpp   (working copy)
@@ -32,7 +32,8 @@
 /** Append up to n bytes from start of buf to end of bytes. */
 void append(std::vector<char>& bytes, Buffer& buffer, size_t n) {
     size_t oldSize = bytes.size();
-    n = std::min(n, size_t(buffer.available()));
+    if ((n = std::min(n, size_t(buffer.available()))) == 0)
+        return;
     bytes.resize(oldSize+n);
     char* p = &bytes[oldSize];
     buffer.getRawData(reinterpret_cast<uint8_t*>(p), n);
"
Bug,QPID-3199,12503979,Severe but difficult to diagnose lock error in qpid::sys::StateMonitor,astitcher,astitcher,Closed,Fixed,2013-07-29 18:52,Broker,Client,NONE,"The qpid::sys::StateMonitor class has 4 member functions liker this:
  void waitFor(Enum s) { ScopedWait(*this); while (s != state) wait(); }

However the ScopeWait(*this); is in error, because it creates a temporary ScopedWait and then immediately destroys it. Instead of locking this and then unlocking it at the end of the function execution.

What was meant was:
  void waitFor(Enum s) { ScopedWait w(*this); while (s != state) wait(); }

which creates a local variable w which is destroyed at the end of the function execution unlocking this.

It is possible that the compiler/options we use do not actually exhibit this bug. As the correct behaviour may not actually be implemented by all compilers.

If this bug exhibits it might show as StateMonitor::waitFor() never detecting the desired state for instance. It is remarkable that this code has been in the codebase for 3.5 years and we've not noticed any bug caused by it.

This bug was detected by the work on QPID-3004: The clang++ compiler detected that the value being returned by the constructor was not being used at all."
Bug,QPID-2392,12455496,Powershell scripts not included in release source kits,shuston,shuston,Closed,Fixed,2013-07-29 18:52,Broker,Client,NONE,The release process for 0.6 didn't contain the Powershell scripts for the C++ broker/client test suite on Windows.
Bug,QPID-561,12377259,c++ broker using incorrect value for xa-ok.,,aconway,Closed,Fixed,2013-07-29 18:52,Broker,Client,NONE,"The qpidd broker uses the constant XA_OK=8, but the 0-10 XML defines xa-ok=0. The value 8 looks like a 0-9 throwback.
It appears that python uses the incorrect value also, since changing it to - broke the python xa tests with the broker.

constants.h now provides generated C++ constants for all AMQP constants define in XML, we should replace all hand-written constants with constants based on the generated ones."
Bug,QPID-52,12353771,"C++ build fails on RHEL 4, unordered_map not available.",aconway,aconway,Closed,Fixed,2013-07-29 15:15,Broker,Client,NONE,"c++ broker no longer builds on RHEL4. In 
particular the <tr1/memory> & <tr1/unordered_map> includes in FieldTable 
were causing errors"
Bug,QPID-4435,12615969,Reconnect on connect failure hangs at third address to try,astitcher,astitcher,Closed,Fixed,2012-11-13 22:19,Broker,Client,NONE,"Necessary conditions to trigger hang:

* You are connecting to a name that resolves to 3 or more underlying network addresses.
* The first 2 addresses refuse the connection (there is no daemon listening on the appropriate port at that address).

In this case the client will attempt to connect to the third resolved address, but will hang forever waiting.

If you look at a server log that is listening on the third address then you will eventually see:
   ... error Connection ... No protocol received closing
because the server has received the connection and made the initial reply but has not heard back in the alloted time."
